日付け,終値,始値,高値,安値,出来高,変化率 %
2011-01-07,28.671,29.04,29.375,28.325,86.33K,-1.56%
2011-01-10,28.861,28.75,29.14,28.65,46.77K,0.66%
2011-01-11,29.499,29.115,29.71,29.06,51.49K,2.21%
2011-01-12,29.545,29.545,29.845,29.395,47.05K,0.16%
2011-01-13,29.263,29.695,29.81,28.525,68.07K,-0.95%
2011-01-14,28.32,28.75,28.965,28.1,78.25K,-3.22%
2011-01-17,28.912,28.425,29.08,28.05,58.71K,2.09%
2011-01-18,28.912,28.425,29.08,28.05,58.71K,0.00%
2011-01-19,28.801,28.895,29.49,28.625,77.59K,-0.38%
2011-01-20,27.473,28.67,28.78,27.375,92.81K,-4.61%
2011-01-21,27.427,27.475,27.63,27.08,61.64K,-0.17%
2011-01-24,27.321,27.5,27.95,26.82,58.44K,-0.39%
2011-01-25,26.805,26.915,27.035,26.54,64.49K,-1.89%
2011-01-26,27.128,26.855,27.645,26.655,52.18K,1.20%
2011-01-27,27.031,27.615,27.795,26.745,62.55K,-0.36%
2011-01-28,27.919,26.895,28.03,26.3,77.48K,3.29%
2011-01-31,28.169,27.96,28.425,27.52,55.10K,0.90%
2011-02-01,28.514,28.06,28.635,27.85,62.57K,1.22%
2011-02-02,28.289,28.565,28.725,28.105,42.64K,-0.79%
2011-02-03,28.728,28.3,28.98,27.96,67.11K,1.55%
2011-02-04,29.059,28.93,29.285,28.72,55.83K,1.15%
2011-02-07,29.343,29.175,29.45,29.005,43.06K,0.98%
2011-02-08,30.271,29.35,30.345,29.26,70.22K,3.16%
2011-02-09,30.276,30.31,30.5,30.05,61.61K,0.02%
2011-02-10,30.094,30.165,30.275,29.635,57.50K,-0.60%
2011-02-11,29.995,30.185,30.285,29.685,58.90K,-0.33%
2011-02-14,30.534,29.885,30.72,29.79,52.91K,1.80%
2011-02-15,30.696,30.56,30.905,30.475,47.59K,0.53%
2011-02-16,30.629,30.735,30.97,30.265,74.57K,-0.22%
2011-02-17,31.57,30.655,31.79,30.535,74.86K,3.07%
2011-02-18,32.296,31.74,32.87,31.61,85.99K,2.30%
2011-02-21,32.862,32.65,34.33,32.39,133.69K,1.75%
2011-02-22,32.856,32.63,34.235,32.43,0.81K,-0.02%
2011-02-23,33.298,33.16,33.765,32.68,91.19K,1.35%
2011-02-24,33.166,33.51,33.74,31.695,83.20K,-0.40%
2011-02-25,32.923,32.08,33.395,32.06,61.04K,-0.73%
2011-02-28,33.82,33.345,33.98,33.255,56.45K,2.72%
2011-03-01,34.427,33.9,34.72,33.79,55.98K,1.79%
2011-03-02,34.835,34.7,34.975,34.21,51.11K,1.19%
2011-03-03,34.327,34.705,34.96,34.03,63.92K,-1.46%
2011-03-04,35.327,34.23,35.67,34.205,62.97K,2.91%
2011-03-07,35.865,35.64,36.745,35.605,83.24K,1.52%
2011-03-08,35.658,35.895,36.55,35.51,68.25K,-0.58%
2011-03-09,36.047,36.04,36.44,35.615,62.99K,1.09%
2011-03-10,35.066,36.145,36.19,34.66,79.71K,-2.72%
2011-03-11,35.935,35.21,36.18,34.05,97.90K,2.48%
2011-03-14,35.84,35.935,36.505,35.5,55.85K,-0.26%
2011-03-15,34.117,35.955,35.955,33.565,105.11K,-4.81%
2011-03-16,34.472,34.255,35.08,33.845,80.95K,1.04%
2011-03-17,34.258,34.205,34.695,33.64,56.78K,-0.62%
2011-03-18,35.058,34.28,35.425,34.24,58.07K,2.34%
2011-03-21,36.001,35.355,36.29,35.355,50.73K,2.69%
2011-03-22,36.269,36.115,36.475,35.76,58.18K,0.74%
2011-03-23,37.198,36.395,37.44,36.15,61.45K,2.56%
2011-03-24,37.375,37.415,38.18,36.85,93.26K,0.48%
2011-03-25,37.049,37.16,37.795,36.88,70.94K,-0.87%
2011-03-28,37.088,37.34,37.43,36.435,60.41K,0.11%
2011-03-29,36.987,37.17,37.25,36.53,56.63K,-0.27%
2011-03-30,37.511,37.125,37.77,36.9,69.24K,1.42%
2011-03-31,37.888,37.445,37.98,37.375,52.15K,1.01%
2011-04-01,37.732,37.7,37.875,37.08,75.65K,-0.41%
2011-04-04,38.494,37.845,38.62,37.81,47.21K,2.02%
2011-04-05,39.183,38.595,39.335,38.07,79.39K,1.79%
2011-04-06,39.387,39.315,39.785,39.12,72.00K,0.52%
2011-04-07,39.552,39.505,39.72,39.2,62.61K,0.42%
2011-04-08,40.608,39.67,40.96,39.515,69.43K,2.67%
2011-04-11,40.612,41.0,41.975,39.77,114.56K,0.01%
2011-04-12,40.066,40.25,40.91,39.705,122.89K,-1.34%
2011-04-13,40.237,40.115,40.78,40.035,87.47K,0.43%
2011-04-14,41.664,40.68,42.21,40.45,99.89K,3.55%
2011-04-15,42.571,42.155,43.05,41.815,109.64K,2.18%
2011-04-18,42.956,43.035,43.56,42.2,149.52K,0.90%
2011-04-19,43.913,43.425,44.175,42.755,105.71K,2.23%
2011-04-20,44.461,43.965,45.4,43.835,141.35K,1.25%
2011-04-21,46.059,45.2,46.69,45.06,141.21K,3.59%
2011-04-25,47.149,47.25,49.82,45.645,225.87K,2.37%
2011-04-26,45.05,46.97,47.155,44.61,181.77K,-4.45%
2011-04-27,45.958,45.455,48.305,44.83,170.30K,2.02%
2011-04-28,47.541,47.81,49.56,47.255,170.65K,3.44%
2011-04-29,48.599,48.49,49.21,47.55,95.22K,2.23%
2011-05-02,46.084,48.09,48.19,42.2,177.80K,-5.18%
2011-05-03,42.585,44.03,45.6,40.6,162.61K,-7.59%
2011-05-04,39.388,41.665,42.325,38.94,161.41K,-7.51%
2011-05-05,36.24,39.2,39.565,34.25,195.07K,-7.99%
2011-05-06,35.287,34.79,36.43,33.035,178.98K,-2.63%
2011-05-09,37.116,35.69,37.975,35.19,96.76K,5.18%
2011-05-10,38.486,37.735,38.82,37.3,89.89K,3.69%
2011-05-11,35.515,38.52,39.47,35.015,137.58K,-7.72%
2011-05-12,34.797,35.11,35.89,32.3,149.06K,-2.02%
2011-05-13,35.013,34.595,36.45,33.915,114.37K,0.62%
2011-05-16,34.132,35.245,35.4,33.48,81.50K,-2.52%
2011-05-17,33.491,33.58,34.38,32.96,81.92K,-1.88%
2011-05-18,35.097,33.975,35.55,33.85,73.99K,4.80%
2011-05-19,34.932,35.095,35.75,34.525,61.35K,-0.47%
2011-05-20,35.087,34.96,35.57,34.19,69.71K,0.44%
2011-05-23,34.904,35.015,35.4,34.34,41.53K,-0.52%
2011-05-24,36.128,35.075,36.765,34.88,78.12K,3.51%
2011-05-25,37.642,36.64,37.965,36.23,79.19K,4.19%
2011-05-26,37.33,37.92,38.845,36.265,78.87K,-0.83%
2011-05-27,37.863,37.25,38.195,37.2,48.53K,1.43%
2011-05-30,38.305,37.995,38.765,37.76,57.37K,1.17%
2011-05-31,38.317,38.215,38.54,38.195,0.00K,0.03%
2011-06-01,37.694,38.49,38.5,36.355,81.09K,-1.63%
2011-06-02,36.202,36.86,37.415,35.545,84.56K,-3.96%
2011-06-03,36.191,36.21,36.435,35.065,77.86K,-0.03%
2011-06-06,36.782,36.24,37.285,36.22,53.00K,1.63%
2011-06-07,37.046,36.76,37.52,36.44,62.33K,0.72%
2011-06-08,36.62,37.15,37.25,36.065,53.55K,-1.15%
2011-06-09,37.424,36.84,37.64,36.565,45.82K,2.20%
2011-06-10,36.327,37.56,37.86,36.08,62.37K,-2.93%
2011-06-13,34.737,36.19,36.35,34.55,73.66K,-4.38%
2011-06-14,35.411,34.77,35.6,34.4,65.68K,1.94%
2011-06-15,35.41,35.44,35.975,34.81,63.21K,0.00%
2011-06-16,35.559,35.8,35.815,35.155,50.53K,0.42%
2011-06-17,35.748,35.55,35.92,34.925,56.86K,0.53%
2011-06-20,36.071,35.99,36.2,35.26,48.08K,0.90%
2011-06-21,36.379,36.025,36.575,35.665,56.78K,0.85%
2011-06-22,36.739,36.425,36.77,35.895,52.97K,0.99%
2011-06-23,35.002,36.335,36.36,34.63,98.02K,-4.73%
2011-06-24,34.638,35.315,35.42,34.145,76.39K,-1.04%
2011-06-27,33.585,34.3,34.33,33.38,73.88K,-3.04%
2011-06-28,33.638,33.58,34.135,33.51,60.15K,0.16%
2011-06-29,34.769,33.975,34.95,33.86,61.82K,3.36%
2011-06-30,34.832,34.89,35.16,34.47,43.76K,0.18%
2011-07-01,33.705,34.745,34.845,33.47,46.21K,-3.24%
2011-07-04,35.41,33.92,35.69,33.795,57.24K,5.06%
2011-07-05,35.41,33.92,35.69,33.795,57.24K,0.00%
2011-07-06,35.916,35.49,36.285,35.065,63.14K,1.43%
2011-07-07,36.536,35.93,36.65,35.7,48.42K,1.73%
2011-07-08,36.543,36.455,36.895,36.01,44.29K,0.02%
2011-07-11,35.698,36.725,36.95,35.54,56.77K,-2.31%
2011-07-12,35.634,35.82,36.45,34.81,58.16K,-0.18%
2011-07-13,38.151,36.165,38.34,36.015,89.97K,7.06%
2011-07-14,38.694,38.275,39.395,38.01,78.05K,1.42%
2011-07-15,39.071,38.195,39.33,37.89,54.16K,0.97%
2011-07-18,40.342,39.35,40.735,39.28,71.05K,3.25%
2011-07-19,40.221,40.59,40.88,38.61,75.39K,-0.30%
2011-07-20,39.558,39.03,40.15,38.215,66.67K,-1.65%
2011-07-21,38.947,40.11,40.375,38.86,71.67K,-1.54%
2011-07-22,40.122,39.335,40.3,38.865,54.74K,3.02%
2011-07-25,40.361,40.35,41.105,39.87,62.39K,0.60%
2011-07-26,40.698,40.4,40.985,40.015,51.31K,0.83%
2011-07-27,40.568,40.93,41.465,40.115,77.25K,-0.32%
2011-07-28,39.794,40.25,40.595,39.34,55.08K,-1.91%
2011-07-29,40.106,39.725,40.41,39.3,45.69K,0.78%
2011-08-01,39.309,39.645,40.07,39.04,44.35K,-1.99%
2011-08-02,40.092,39.265,40.885,39.21,45.26K,1.99%
2011-08-03,41.758,40.87,42.06,40.575,74.37K,4.16%
2011-08-04,39.431,41.755,42.295,38.47,113.36K,-5.57%
2011-08-05,38.211,38.79,39.87,37.555,85.74K,-3.09%
2011-08-08,39.38,38.825,40.4,38.32,72.95K,3.06%
2011-08-09,37.883,39.06,39.655,37.025,90.83K,-3.80%
2011-08-10,39.327,37.78,39.58,37.615,63.78K,3.81%
2011-08-11,38.669,39.285,39.86,37.935,56.14K,-1.67%
2011-08-12,39.114,38.78,39.235,38.215,31.93K,1.15%
2011-08-15,39.307,39.075,39.99,38.69,31.30K,0.49%
2011-08-16,39.819,39.945,40.175,39.29,41.04K,1.30%
2011-08-17,40.351,39.915,40.615,39.785,46.02K,1.34%
2011-08-18,40.688,40.285,40.95,40.08,47.03K,0.84%
2011-08-19,42.432,40.64,42.97,40.56,72.16K,4.29%
2011-08-22,43.325,43.575,44.09,42.475,77.10K,2.10%
2011-08-23,42.291,43.765,44.275,41.5,95.28K,-2.39%
2011-08-24,39.162,41.95,42.485,39.09,104.44K,-7.40%
2011-08-25,40.745,39.68,41.19,38.76,88.11K,4.04%
2011-08-26,40.952,41.16,41.725,40.12,73.84K,0.51%
2011-08-29,40.546,41.74,41.8,40.29,43.24K,-0.99%
2011-08-30,41.464,40.89,41.73,40.455,45.90K,2.26%
2011-08-31,41.768,41.385,42.095,41.135,37.87K,0.73%
2011-09-01,41.532,41.575,41.885,41.205,27.89K,-0.57%
2011-09-02,43.069,41.535,43.5,41.535,39.34K,3.70%
2011-09-05,41.868,42.99,43.445,41.6,66.82K,-2.79%
2011-09-06,41.848,41.8,42.685,41.69,0.08K,-0.05%
2011-09-07,41.631,42.0,42.275,40.385,41.68K,-0.52%
2011-09-08,42.53,41.655,42.725,41.285,34.44K,2.16%
2011-09-09,41.624,42.37,42.785,41.2,41.04K,-2.13%
2011-09-12,40.217,41.49,41.6,39.75,44.64K,-3.38%
2011-09-13,41.193,40.36,41.385,40.09,38.18K,2.43%
2011-09-14,40.533,41.155,41.41,40.31,37.56K,-1.60%
2011-09-15,39.501,40.835,40.85,39.4,47.36K,-2.55%
2011-09-16,40.831,39.945,40.985,39.455,35.31K,3.37%
2011-09-19,39.163,40.675,40.9,39.03,46.85K,-4.09%
2011-09-20,40.137,39.73,40.375,39.23,43.52K,2.49%
2011-09-21,40.469,39.825,40.78,39.44,42.60K,0.83%
2011-09-22,36.578,39.67,39.85,35.525,84.69K,-9.61%
2011-09-23,30.101,35.885,36.68,29.845,120.50K,-17.71%
2011-09-26,29.976,30.85,30.97,26.15,112.62K,-0.42%
2011-09-27,31.536,30.7,33.585,30.275,79.66K,5.20%
2011-09-28,30.134,31.94,32.88,29.485,63.28K,-4.45%
2011-09-29,30.522,29.895,31.535,29.095,51.47K,1.29%
2011-09-30,30.083,30.605,31.335,29.66,41.07K,-1.44%
2011-10-03,30.795,29.935,31.43,29.67,40.89K,2.37%
2011-10-04,29.839,30.49,31.355,28.665,52.15K,-3.10%
2011-10-05,30.352,30.255,30.64,28.435,48.59K,1.72%
2011-10-06,32.005,30.51,32.21,30.24,51.59K,5.45%
2011-10-07,30.993,31.94,32.85,30.71,41.99K,-3.16%
2011-10-10,31.98,31.34,32.36,31.215,23.65K,3.18%
2011-10-11,31.998,32.105,32.58,31.35,33.40K,0.06%
2011-10-12,32.789,32.155,33.1,31.86,37.49K,2.47%
2011-10-13,31.667,32.55,32.8,31.455,30.57K,-3.42%
2011-10-14,32.173,31.805,32.565,31.21,29.30K,1.60%
2011-10-17,31.821,32.22,32.675,31.475,37.33K,-1.09%
2011-10-18,31.831,31.85,32.355,30.37,55.97K,0.03%
2011-10-19,31.277,32.05,32.15,30.9,49.51K,-1.74%
2011-10-20,30.281,31.235,31.375,29.935,53.26K,-3.18%
2011-10-21,31.193,30.555,31.515,30.28,32.81K,3.01%
2011-10-24,31.644,31.39,32.04,31.23,29.12K,1.45%
2011-10-25,33.052,31.76,33.385,31.355,52.77K,4.45%
2011-10-26,33.31,33.17,33.95,32.905,39.07K,0.78%
2011-10-27,35.112,33.43,35.375,33.145,50.17K,5.41%
2011-10-28,35.288,35.13,35.7,34.715,35.76K,0.50%
2011-10-31,34.354,35.205,35.45,34.085,32.00K,-2.65%
2011-11-01,32.731,34.19,34.725,32.105,51.69K,-4.72%
2011-11-02,33.943,33.485,34.435,33.1,37.88K,3.70%
2011-11-03,34.498,34.295,34.905,33.27,40.28K,1.64%
2011-11-04,34.084,34.565,34.75,33.81,29.73K,-1.20%
2011-11-07,34.828,34.084,35.01,33.855,35.15K,2.18%
2011-11-08,35.153,34.98,35.35,34.505,45.05K,0.93%
2011-11-09,34.361,34.975,35.255,33.745,52.72K,-2.25%
2011-11-10,34.106,34.085,34.34,33.13,46.34K,-0.74%
2011-11-11,34.682,34.07,34.85,33.665,37.63K,1.69%
2011-11-14,34.024,34.715,34.92,33.95,34.01K,-1.90%
2011-11-15,34.456,34.24,34.835,33.75,43.67K,1.27%
2011-11-16,33.822,34.58,34.63,33.57,47.86K,-1.84%
2011-11-17,31.497,33.7,33.98,31.04,71.57K,-6.87%
2011-11-18,32.417,31.68,32.6,30.925,60.21K,2.92%
2011-11-21,31.116,32.4,32.415,30.65,53.53K,-4.01%
2011-11-22,32.951,31.575,33.04,31.16,60.92K,5.90%
2011-11-23,31.884,32.785,32.87,31.22,64.91K,-3.24%
2011-11-24,31.014,31.815,32.22,30.935,45.58K,-2.73%
2011-11-25,31.035,31.71,32.2,30.985,1.34K,0.07%
2011-11-28,32.161,31.26,32.285,31.245,41.03K,3.63%
2011-11-29,31.95,32.12,32.24,31.53,34.56K,-0.66%
2011-11-30,32.804,31.99,32.995,31.12,49.80K,2.67%
2011-12-01,32.759,32.865,33.495,32.53,32.52K,-0.14%
2011-12-02,32.686,32.86,33.74,32.365,33.55K,-0.22%
2011-12-05,32.372,32.67,33.085,31.915,30.96K,-0.96%
2011-12-06,32.744,32.12,32.945,31.65,37.19K,1.15%
2011-12-07,32.627,32.745,32.86,32.265,30.97K,-0.36%
2011-12-08,31.538,32.605,33.3,31.425,51.19K,-3.34%
2011-12-09,32.253,31.61,32.395,31.505,30.86K,2.27%
2011-12-12,31.002,32.25,32.3,30.92,37.74K,-3.88%
2011-12-13,31.26,31.34,32.04,30.455,40.30K,0.83%
2011-12-14,28.935,30.825,31.07,28.53,80.39K,-7.44%
2011-12-15,29.274,28.965,29.35,28.12,44.30K,1.17%
2011-12-16,29.671,29.28,29.93,29.12,29.66K,1.36%
2011-12-19,28.874,29.77,29.795,28.68,50.53K,-2.69%
2011-12-20,29.536,28.78,29.625,28.695,23.98K,2.29%
2011-12-21,29.249,29.535,30.21,29.13,26.24K,-0.97%
2011-12-22,29.047,29.25,29.685,29.0,20.24K,-0.69%
2011-12-23,29.084,29.095,29.45,29.03,10.07K,0.13%
2011-12-27,28.74,29.1,29.22,28.615,11.57K,-1.18%
2011-12-28,27.234,28.69,28.79,26.845,32.36K,-5.24%
2011-12-29,27.315,27.08,27.84,26.145,37.10K,0.30%
2011-12-30,27.915,27.475,28.46,27.26,24.89K,2.20%
2012-01-03,29.572,27.98,29.73,27.905,35.83K,5.94%
2012-01-04,29.097,29.69,29.74,28.9,36.12K,-1.61%
2012-01-05,29.296,29.105,29.615,28.685,39.30K,0.68%
2012-01-06,28.683,29.285,29.46,28.57,38.61K,-2.09%
2012-01-09,28.782,28.77,29.205,28.55,30.25K,0.35%
2012-01-10,29.815,28.98,30.31,28.905,40.68K,3.59%
2012-01-11,29.89,29.885,30.235,29.545,36.83K,0.25%
2012-01-12,30.124,29.95,30.675,29.87,35.51K,0.78%
2012-01-13,29.522,30.195,30.245,29.42,35.18K,-2.00%
2012-01-16,30.135,29.67,30.57,29.455,39.66K,2.08%
2012-01-17,30.135,29.67,30.57,29.455,38.77K,0.00%
2012-01-18,30.543,30.07,30.59,29.74,42.43K,1.35%
2012-01-19,30.509,30.53,30.9,30.335,32.46K,-0.11%
2012-01-20,31.675,30.61,32.21,30.28,42.78K,3.82%
2012-01-23,32.27,32.105,32.775,31.79,41.52K,1.88%
2012-01-24,31.975,32.345,32.47,31.855,29.39K,-0.91%
2012-01-25,33.121,32.05,33.4,31.525,51.80K,3.58%
2012-01-26,33.743,33.25,33.79,32.975,38.18K,1.88%
2012-01-27,33.79,33.42,33.965,33.24,32.30K,0.14%
2012-01-30,33.527,33.85,34.015,33.035,30.57K,-0.78%
2012-01-31,33.262,33.55,34.13,32.93,45.22K,-0.79%
2012-02-01,33.807,33.105,34.0,33.07,40.83K,1.64%
2012-02-02,34.175,33.69,34.41,33.455,51.30K,1.09%
2012-02-03,33.749,34.335,34.39,33.31,48.26K,-1.25%
2012-02-06,33.75,33.665,33.87,32.985,38.21K,0.00%
2012-02-07,34.194,33.665,34.37,33.155,50.08K,1.32%
2012-02-08,33.704,34.17,34.52,33.655,55.08K,-1.43%
2012-02-09,33.917,33.935,34.45,33.675,47.46K,0.63%
2012-02-10,33.604,33.905,34.06,33.17,47.69K,-0.92%
2012-02-13,33.722,33.665,34.035,33.455,37.64K,0.35%
2012-02-14,33.348,33.705,33.845,33.255,42.48K,-1.11%
2012-02-15,33.408,33.585,33.975,33.1,51.44K,0.18%
2012-02-16,33.37,33.46,33.555,32.64,51.83K,-0.11%
2012-02-17,33.216,33.425,33.69,33.05,39.58K,-0.46%
2012-02-20,34.429,33.33,34.465,33.325,62.21K,3.65%
2012-02-21,34.464,33.25,34.4,33.25,0.18K,0.10%
2012-02-22,34.254,34.36,34.495,33.9,62.43K,-0.61%
2012-02-23,35.556,34.265,35.61,34.23,72.14K,3.80%
2012-02-24,35.338,35.435,35.72,35.19,58.94K,-0.61%
2012-02-27,35.524,35.43,35.625,35.045,61.90K,0.53%
2012-02-28,37.205,35.535,37.295,35.39,72.81K,4.73%
2012-02-29,34.642,36.98,37.58,33.825,114.77K,-6.89%
2012-03-01,35.661,34.645,35.705,34.455,61.37K,2.94%
2012-03-02,34.525,35.53,35.56,34.375,39.36K,-3.19%
2012-03-05,33.695,34.71,34.95,33.555,53.05K,-2.40%
2012-03-06,32.783,34.02,34.205,32.49,67.85K,-2.71%
2012-03-07,33.585,32.945,33.61,32.755,44.18K,2.45%
2012-03-08,33.831,33.48,34.185,33.36,38.92K,0.73%
2012-03-09,34.212,33.91,34.445,33.145,55.80K,1.13%
2012-03-12,33.413,34.29,34.41,33.38,34.00K,-2.34%
2012-03-13,33.581,33.65,33.835,33.0,50.39K,0.50%
2012-03-14,32.181,33.42,33.47,31.625,74.28K,-4.17%
2012-03-15,32.726,32.1,32.9,31.935,52.82K,1.69%
2012-03-16,32.604,32.58,32.755,32.135,36.72K,-0.37%
2012-03-19,32.955,32.575,33.09,32.33,31.08K,1.08%
2012-03-20,31.834,32.935,32.96,31.75,43.97K,-3.40%
2012-03-21,32.227,32.155,32.41,31.865,36.60K,1.23%
2012-03-22,31.345,32.155,32.35,31.09,51.62K,-2.74%
2012-03-23,32.272,31.545,32.3,31.435,36.57K,2.96%
2012-03-26,32.75,32.255,32.935,32.02,31.72K,1.48%
2012-03-27,32.616,32.84,33.19,32.48,33.10K,-0.41%
2012-03-28,31.831,32.57,32.685,31.765,38.34K,-2.41%
2012-03-29,31.992,32.055,32.3,31.63,33.86K,0.51%
2012-03-30,32.484,32.275,32.625,32.13,29.98K,1.54%
2012-04-02,33.098,32.355,33.25,32.34,38.38K,1.89%
2012-04-03,33.265,33.0,33.295,32.465,45.61K,0.50%
2012-04-04,31.044,32.65,32.68,30.98,63.20K,-6.68%
2012-04-05,31.73,31.28,31.81,31.175,40.02K,2.21%
2012-04-09,31.524,31.9,32.1,31.31,34.70K,-0.65%
2012-04-10,31.679,31.555,31.94,31.11,51.44K,0.49%
2012-04-11,31.521,31.78,31.82,31.37,38.91K,-0.50%
2012-04-12,32.525,31.585,32.58,31.42,46.62K,3.19%
2012-04-13,31.39,32.365,32.435,31.295,47.90K,-3.49%
2012-04-16,31.373,31.445,31.7,31.175,37.80K,-0.05%
2012-04-17,31.674,31.455,31.91,31.305,40.78K,0.96%
2012-04-18,31.487,31.675,31.885,31.34,35.07K,-0.59%
2012-04-19,31.779,31.59,32.015,31.29,47.99K,0.93%
2012-04-20,31.651,31.74,31.905,31.54,38.38K,-0.40%
2012-04-23,30.531,31.64,31.685,30.45,63.00K,-3.54%
2012-04-24,30.746,30.82,31.11,30.635,47.07K,0.70%
2012-04-25,30.356,30.785,30.965,29.925,66.06K,-1.27%
2012-04-26,31.207,30.685,31.26,30.595,43.71K,2.80%
2012-04-27,31.411,31.085,31.47,30.945,36.73K,0.65%
2012-04-30,31.016,31.33,31.445,30.6,33.90K,-1.26%
2012-05-01,30.93,30.98,31.365,30.79,24.87K,-0.28%
2012-05-02,30.645,30.985,31.06,30.41,38.35K,-0.92%
2012-05-03,30.01,30.645,30.675,29.835,41.56K,-2.07%
2012-05-04,30.432,30.08,30.48,29.78,42.38K,1.41%
2012-05-07,30.122,30.31,30.39,29.675,28.35K,-1.02%
2012-05-08,29.459,30.08,30.125,29.135,45.48K,-2.20%
2012-05-09,29.241,29.465,29.5,28.615,46.85K,-0.74%
2012-05-10,29.178,29.25,29.455,28.94,33.02K,-0.22%
2012-05-11,28.89,28.995,29.1,28.415,35.66K,-0.99%
2012-05-14,28.353,28.88,29.0,28.075,36.42K,-1.86%
2012-05-15,28.08,28.155,28.43,27.565,40.32K,-0.96%
2012-05-16,27.196,27.615,27.965,26.73,60.32K,-3.15%
2012-05-17,28.02,27.195,28.295,27.175,47.90K,3.03%
2012-05-18,28.715,28.005,28.895,27.78,44.46K,2.48%
2012-05-21,28.321,28.685,28.855,28.035,35.87K,-1.37%
2012-05-22,28.179,28.47,28.775,27.925,42.13K,-0.50%
2012-05-23,27.519,28.12,28.17,27.08,59.17K,-2.34%
2012-05-24,28.157,27.76,28.515,27.585,46.68K,2.32%
2012-05-25,28.386,28.25,28.565,27.875,31.47K,0.81%
2012-05-28,27.791,28.595,28.76,27.71,55.60K,-2.10%
2012-05-29,27.791,28.595,28.76,27.71,55.60K,0.00%
2012-05-30,27.983,27.79,28.145,27.355,47.76K,0.69%
2012-05-31,27.757,27.88,28.19,27.51,44.72K,-0.81%
2012-06-01,28.512,27.685,28.68,27.17,65.09K,2.72%
2012-06-04,28.007,28.68,28.68,27.955,32.42K,-1.77%
2012-06-05,28.405,28.22,28.545,28.08,35.74K,1.42%
2012-06-06,29.488,28.475,29.865,28.41,63.11K,3.81%
2012-06-07,28.529,29.465,29.675,28.36,73.33K,-3.25%
2012-06-08,28.471,28.585,28.65,27.91,42.13K,-0.20%
2012-06-11,28.616,28.74,29.0,28.255,35.87K,0.51%
2012-06-12,28.949,28.51,29.05,28.315,42.08K,1.16%
2012-06-13,28.941,28.9,29.095,28.7,34.05K,-0.03%
2012-06-14,28.407,28.8,29.075,28.15,42.38K,-1.85%
2012-06-15,28.74,28.59,28.82,28.48,30.65K,1.17%
2012-06-18,28.671,28.99,29.01,28.235,34.53K,-0.24%
2012-06-19,28.368,28.675,28.9,28.27,35.01K,-1.06%
2012-06-20,28.389,28.355,28.595,27.63,60.93K,0.07%
2012-06-21,26.839,28.04,28.07,26.8,70.34K,-5.46%
2012-06-22,26.661,26.825,26.995,26.51,49.62K,-0.66%
2012-06-25,27.52,26.82,27.59,26.565,74.89K,3.22%
2012-06-26,27.038,27.465,27.495,26.735,53.36K,-1.75%
2012-06-27,26.942,27.035,27.275,26.6,52.01K,-0.36%
2012-06-28,26.291,26.92,27.125,26.105,62.69K,-2.42%
2012-06-29,27.612,26.325,27.915,26.265,55.49K,5.02%
2012-07-02,27.499,27.5,27.605,27.185,24.14K,-0.41%
2012-07-03,28.28,27.425,28.445,27.39,31.63K,2.84%
2012-07-04,27.672,28.235,28.38,27.495,45.19K,-2.15%
2012-07-05,27.672,28.235,28.38,27.495,45.19K,0.00%
2012-07-06,26.92,27.67,27.795,26.905,39.76K,-2.72%
2012-07-09,27.444,27.035,27.48,26.87,22.10K,1.95%
2012-07-10,26.882,27.44,27.58,26.71,34.63K,-2.05%
2012-07-11,27.023,26.77,27.24,26.76,33.52K,0.52%
2012-07-12,27.161,27.105,27.35,26.425,41.61K,0.51%
2012-07-13,27.369,27.16,27.55,27.06,27.26K,0.77%
2012-07-16,27.321,27.4,27.425,26.86,25.48K,-0.18%
2012-07-17,27.316,27.27,27.595,26.72,38.34K,-0.02%
2012-07-18,27.095,27.26,27.345,26.85,24.79K,-0.81%
2012-07-19,27.217,27.14,27.575,27.1,31.62K,0.45%
2012-07-20,27.302,27.24,27.4,26.74,39.27K,0.31%
2012-07-23,27.042,27.2,27.285,26.615,35.63K,-0.95%
2012-07-24,26.811,26.985,27.145,26.575,39.41K,-0.85%
2012-07-25,27.466,26.925,27.52,26.78,42.55K,2.44%
2012-07-26,27.446,27.3,27.78,27.21,42.53K,-0.07%
2012-07-27,27.498,27.43,27.85,27.31,34.32K,0.19%
2012-07-30,28.033,27.685,28.195,27.515,30.74K,1.95%
2012-07-31,27.914,28.125,28.335,27.865,36.10K,-0.42%
2012-08-01,27.535,27.93,28.02,27.06,44.10K,-1.36%
2012-08-02,26.995,27.34,27.78,26.88,43.00K,-1.96%
2012-08-03,27.801,27.105,27.895,26.99,37.45K,2.99%
2012-08-06,27.863,27.77,27.95,27.565,21.87K,0.22%
2012-08-07,28.086,27.825,28.18,27.735,29.27K,0.80%
2012-08-08,28.075,28.055,28.21,27.66,36.28K,-0.04%
2012-08-09,28.097,27.995,28.185,27.835,24.21K,0.08%
2012-08-10,28.062,28.085,28.315,27.53,40.80K,-0.12%
2012-08-13,27.767,28.09,28.15,27.685,28.03K,-1.05%
2012-08-14,27.763,27.765,27.97,27.575,21.72K,-0.01%
2012-08-15,27.812,27.755,27.96,27.43,30.35K,0.18%
2012-08-16,28.212,27.755,28.24,27.66,41.95K,1.44%
2012-08-17,28.002,28.12,28.29,27.96,23.86K,-0.74%
