タイトル,年月,売上予測,関連ジャンル,サービス終了日
デジモンリンクス,2018/10,"2,490万G",,2019-07-30
デジモンリンクス,2018/09,"4,196万G",,2019-07-30
デジモンリンクス,2018/08,"3,301万G",,2019-07-30
デジモンリンクス,2018/07,"4,128万G",,2019-07-30
デジモンリンクス,2018/06,"3,468万G",,2019-07-30
デジモンリンクス,2018/05,"8,536万G",,2019-07-30
デジモンリンクス,2018/04,"5,684万G",,2019-07-30
デジモンリンクス,2018/03,"1,073万G",,2019-07-30
デジモンリンクス,2018/02,"6,413万G",,2019-07-30
デジモンリンクス,2018/01,"8,303万G",,2019-07-30
デジモンリンクス,2019/05,"1,036万G",,2019-07-30
デジモンリンクス,2019/04,"1,952万G",,2019-07-30
デジモンリンクス,2019/03,"2,931万G",,2019-07-30
デジモンリンクス,2019/02,"1,597万G",,2019-07-30
デジモンリンクス,2019/01,"3,554万G",,2019-07-30
BFBチャンピオンズ2.0,2018/11,396万G,,2021-06-01
BFBチャンピオンズ2.0,2018/10,247万G,,2021-06-01
BFBチャンピオンズ2.0,2018/09,609万G,,2021-06-01
BFBチャンピオンズ2.0,2018/08,646万G,,2021-06-01
BFBチャンピオンズ2.0,2018/07,"1,794万G",,2021-06-01
BFBチャンピオンズ2.0,2018/06,"3,015万G",,2021-06-01
BFBチャンピオンズ2.0,2018/05,"1,581万G",,2021-06-01
BFBチャンピオンズ2.0,2018/04,"1,552万G",,2021-06-01
BFBチャンピオンズ2.0,2018/03,"2,445万G",,2021-06-01
BFBチャンピオンズ2.0,2018/02,"2,279万G",,2021-06-01
BFBチャンピオンズ2.0,2018/01,493万G,,2021-06-01
BFBチャンピオンズ2.0,2019/12,111万G,,2021-06-01
BFBチャンピオンズ2.0,2019/11,95万G,,2021-06-01
BFBチャンピオンズ2.0,2019/10,143万G,,2021-06-01
BFBチャンピオンズ2.0,2019/09,233万G,,2021-06-01
BFBチャンピオンズ2.0,2019/08,197万G,,2021-06-01
BFBチャンピオンズ2.0,2019/07,229万G,,2021-06-01
BFBチャンピオンズ2.0,2019/06,413万G,,2021-06-01
BFBチャンピオンズ2.0,2020/12,104万G,,2021-06-01
BFBチャンピオンズ2.0,2020/11,41万G,,2021-06-01
BFBチャンピオンズ2.0,2020/09,23万G,,2021-06-01
BFBチャンピオンズ2.0,2020/07,72万G,,2021-06-01
BFBチャンピオンズ2.0,2020/06,227万G,,2021-06-01
BFBチャンピオンズ2.0,2020/05,82万G,,2021-06-01
BFBチャンピオンズ2.0,2020/04,212万G,,2021-06-01
BFBチャンピオンズ2.0,2020/03,233万G,,2021-06-01
BFBチャンピオンズ2.0,2020/02,36万G,,2021-06-01
BFBチャンピオンズ2.0,2020/01,151万G,,2021-06-01
BFBチャンピオンズ2.0,2021/02,69万G,,2021-06-01
BFBチャンピオンズ2.0,2021/01,11万G,,2021-06-01
フェアリーテイル 極・魔法乱舞,2018/12,"7,307万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/11,"2,711万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/10,"2,930万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/09,"1,591万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/08,"4,261万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/07,"5,077万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/06,"3,362万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/05,"7,242万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/04,"4,688万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/03,"6,197万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/02,"4,027万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2018/01,986万G,,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/12,"3,943万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/11,"2,050万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/10,"2,067万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/09,"2,081万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/08,"1,553万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/07,"2,288万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/06,"1,815万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/05,"1,889万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/04,"2,225万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/03,"1,894万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/02,"2,109万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2019/01,"1,172万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/12,"3,568万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/11,"2,696万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/10,"1,982万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/09,"2,438万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/08,"5,064万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/07,"2,556万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/06,"2,164万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/05,"2,992万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/04,"2,573万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/03,"1,766万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/02,"2,197万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2020/01,"3,626万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/12,"3,720万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/11,"2,575万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/10,"3,459万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/09,261万G,,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/08,"3,676万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/07,"3,705万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/06,"2,735万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/05,"4,565万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/04,"2,579万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/03,"3,278万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/02,"3,099万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2021/01,"1,838万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2022/02,"1,512万G",,2022-04-28
フェアリーテイル 極・魔法乱舞,2022/01,"3,051万G",,2022-04-28
12オーディンズ - 王道RPG,2018/04,193万G,,2018-10-31
12オーディンズ - 王道RPG,2018/03,170万G,,2018-10-31
12オーディンズ - 王道RPG,2018/02,328万G,,2018-10-31
12オーディンズ - 王道RPG,2018/01,"1,285万G",,2018-10-31
ラストピリオド - 終わりなき螺旋の物語 -,2018/12,"8,807万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/11,1.12億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/10,1.20億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/09,"6,824万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/08,"9,644万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/07,"9,261万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/06,"9,874万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/05,2.38億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/04,1.27億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/03,"9,439万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/02,1.07億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2018/01,1.89億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/12,"3,951万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/11,"5,672万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/10,"9,451万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/09,"7,036万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/08,1.05億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/07,"5,097万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/06,"6,712万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/05,1.54億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/04,"6,183万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/03,"7,118万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/02,"7,816万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2019/01,"6,156万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/12,"3,811万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/11,"3,922万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/10,1.00億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/09,"4,208万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/08,"8,535万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/07,"5,838万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/06,"5,401万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/05,1.28億G,GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/04,"4,996万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/03,"5,714万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/02,"3,135万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2020/01,"7,068万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/12,"4,201万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/11,"4,433万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/10,"5,065万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/09,"3,324万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/08,"5,444万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/07,"5,087万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/06,"4,678万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/05,"8,220万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/04,"4,718万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/03,"4,458万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/02,"5,566万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2021/01,"4,361万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2022/09,"1,255万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2022/08,"3,597万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2022/07,"4,648万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2022/06,"4,874万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2022/05,"8,642万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2022/04,"4,049万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2022/03,"7,911万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2022/02,"5,570万G",GAME ADV RPG,2022-12-27
ラストピリオド - 終わりなき螺旋の物語 -,2022/01,"7,657万G",GAME ADV RPG,2022-12-27
聖闘士星矢 ゾディアック ブレイブ,2018/12,2.20億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/11,2.40億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/10,2.05億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/09,1.90億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/08,2.26億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/07,2.12億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/06,2.29億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/05,2.46億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/04,2.26億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/03,2.34億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/02,1.95億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2018/01,2.70億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/12,1.89億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/11,2.07億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/10,1.49億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/09,1.55億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/08,1.94億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/07,1.54億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/06,1.62億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/05,2.14億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/04,1.92億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/03,2.04億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/02,1.80億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2019/01,2.06億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/12,1.01億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/11,"8,442万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/10,"6,821万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/09,"9,684万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/08,1.14億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/07,1.07億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/06,1.79億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/05,1.42億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/04,1.72億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/03,1.63億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/02,1.62億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2020/01,1.65億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/12,"9,719万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/11,"7,761万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/10,1.04億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/09,"9,680万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/08,"8,870万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/07,"7,482万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/06,"7,519万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/05,"8,388万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/04,1.07億G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/03,"9,779万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/02,"8,416万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2021/01,"8,579万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2022/06,169万G,,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2022/05,"5,471万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2022/04,"7,942万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2022/03,"9,353万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2022/02,"6,991万G",,2022-07-28
聖闘士星矢 ゾディアック ブレイブ,2022/01,"8,556万G",,2022-07-28
ブレイブファンタジア【まったり＆簡単操作の爽快RPG】,2019/10,4万G,,2021-01-26
ブレイブファンタジア【まったり＆簡単操作の爽快RPG】,2019/08,14万G,,2021-01-26
ブレイブファンタジア【まったり＆簡単操作の爽快RPG】,2019/07,3万G,,2021-01-26
ブレイブファンタジア【まったり＆簡単操作の爽快RPG】,2020/04,23万G,,2021-01-26
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/12,"3,285万G",GAME STRATEGY,2022-10-02
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/11,176万G,GAME STRATEGY,2022-10-02
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/10,"2,763万G",GAME STRATEGY,2022-10-02
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/09,162万G,GAME STRATEGY,2022-10-02
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/08,329万G,GAME STRATEGY,2022-10-02
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/07,998万G,GAME STRATEGY,2022-10-02
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/06,"1,163万G",GAME STRATEGY,2022-10-02
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/05,"2,951万G",GAME STRATEGY,2022-10-02
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/04,"3,672万G",GAME STRATEGY,2022-10-02
