タイトル,年月,サービス終了日,売上予測（円）
ソードアート・オンライン アリシゼーション・ブレイディング,2022/06,2023/01/16,53660000
ソードアート・オンライン アリシゼーション・ブレイディング,2022/05,2023/01/16,51360000
ソードアート・オンライン アリシゼーション・ブレイディング,2022/04,2023/01/16,57430000
ソードアート・オンライン アリシゼーション・ブレイディング,2022/03,2023/01/16,56700000
ソードアート・オンライン アリシゼーション・ブレイディング,2022/02,2023/01/16,68990000
ソードアート・オンライン アリシゼーション・ブレイディング,2022/01,2023/01/16,86050000
魔王と100人のお姫様,2019/12,2022/07/18,49550000
魔王と100人のお姫様,2019/11,2022/07/18,24060000
魔王と100人のお姫様,2020/11,2022/07/18,800000
魔王と100人のお姫様,2020/10,2022/07/18,110000
魔王と100人のお姫様,2020/09,2022/07/18,980000
魔王と100人のお姫様,2020/08,2022/07/18,2230000
魔王と100人のお姫様,2020/07,2022/07/18,5740000
魔王と100人のお姫様,2020/06,2022/07/18,6380000
魔王と100人のお姫様,2020/05,2022/07/18,13740000
魔王と100人のお姫様,2020/04,2022/07/18,16540000
魔王と100人のお姫様,2020/03,2022/07/18,24500000
魔王と100人のお姫様,2020/02,2022/07/18,30250000
魔王と100人のお姫様,2020/01,2022/07/18,40070000
魔王と100人のお姫様,2021/12,2022/07/18,3130000
魔王と100人のお姫様,2021/11,2022/07/18,4650000
魔王と100人のお姫様,2021/10,2022/07/18,2080000
魔王と100人のお姫様,2021/04,2022/07/18,700000
魔王と100人のお姫様,2021/03,2022/07/18,1420000
魔王と100人のお姫様,2021/02,2022/07/18,760000
魔王と100人のお姫様,2021/01,2022/07/18,580000
魔王と100人のお姫様,2022/03,2022/07/18,390000
魔王と100人のお姫様,2022/01,2022/07/18,2270000
三国志ヒーローズ,2020/03,2020/12/22,1340000
三国志ヒーローズ,2020/02,2020/12/22,110000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/12,2022/03/17,16300000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/11,2022/03/17,17930000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/10,2022/03/17,19440000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/08,2022/03/17,6680000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/07,2022/03/17,7190000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/06,2022/03/17,12280000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/05,2022/03/17,18630000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/04,2022/03/17,20620000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/03,2022/03/17,24350000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/02,2022/03/17,30220000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2021/01,2022/03/17,1610000
ロンドン迷宮譚 ： 本格ミステリー×アイテム探しゲーム,2022/01,2022/03/17,3070000
東方キャノンボール,2019/12,2020/10/14,74960000
東方キャノンボール,2019/11,2020/10/14,47420000
東方キャノンボール,2019/10,2020/10/14,187000000
東方キャノンボール,2020/08,2020/10/14,22580000
東方キャノンボール,2020/07,2020/10/14,44200000
東方キャノンボール,2020/06,2020/10/14,19930000
東方キャノンボール,2020/05,2020/10/14,38500000
東方キャノンボール,2020/04,2020/10/14,45740000
東方キャノンボール,2020/03,2020/10/14,50580000
東方キャノンボール,2020/02,2020/10/14,34920000
東方キャノンボール,2020/01,2020/10/14,42500000
モンスターハンター ライダーズ,2020/12,2022/06/16,113000000
モンスターハンター ライダーズ,2020/11,2022/06/16,81360000
モンスターハンター ライダーズ,2020/10,2022/06/16,112000000
モンスターハンター ライダーズ,2020/09,2022/06/16,134000000
モンスターハンター ライダーズ,2020/08,2022/06/16,106000000
モンスターハンター ライダーズ,2020/07,2022/06/16,76910000
モンスターハンター ライダーズ,2020/06,2022/06/16,76450000
モンスターハンター ライダーズ,2020/05,2022/06/16,89770000
モンスターハンター ライダーズ,2020/04,2022/06/16,218000000
モンスターハンター ライダーズ,2020/03,2022/06/16,359000000
モンスターハンター ライダーズ,2020/02,2022/06/16,453000000
モンスターハンター ライダーズ,2021/12,2022/06/16,45730000
モンスターハンター ライダーズ,2021/11,2022/06/16,55160000
モンスターハンター ライダーズ,2021/10,2022/06/16,90780000
モンスターハンター ライダーズ,2021/09,2022/06/16,92720000
モンスターハンター ライダーズ,2021/08,2022/06/16,142000000
モンスターハンター ライダーズ,2021/07,2022/06/16,106000000
モンスターハンター ライダーズ,2021/06,2022/06/16,116000000
モンスターハンター ライダーズ,2021/05,2022/06/16,82580000
モンスターハンター ライダーズ,2021/04,2022/06/16,87290000
モンスターハンター ライダーズ,2021/03,2022/06/16,96410000
モンスターハンター ライダーズ,2021/02,2022/06/16,147000000
モンスターハンター ライダーズ,2021/01,2022/06/16,139000000
モンスターハンター ライダーズ,2022/03,2022/06/16,2960000
モンスターハンター ライダーズ,2022/02,2022/06/16,37460000
モンスターハンター ライダーズ,2022/01,2022/06/16,34380000
アークオーダー,2019/12,2020/10/27,8490000
アークオーダー,2019/11,2020/10/27,25330000
アークオーダー,2019/10,2020/10/27,9070000
アークオーダー,2020/02,2020/10/27,200000
アークオーダー,2020/01,2020/10/27,5150000
ルミナスフォレスト〜選ばれし三人の勇者たち,2019/12,2022/03/31,35110000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/12,2022/03/31,4360000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/11,2022/03/31,3010000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/10,2022/03/31,5060000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/09,2022/03/31,6210000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/08,2022/03/31,9050000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/07,2022/03/31,22750000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/06,2022/03/31,31000000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/05,2022/03/31,36340000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/04,2022/03/31,30630000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/03,2022/03/31,44140000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/02,2022/03/31,68520000
ルミナスフォレスト〜選ばれし三人の勇者たち,2020/01,2022/03/31,81190000
ルミナスフォレスト〜選ばれし三人の勇者たち,2021/12,2022/03/31,400000
ルミナスフォレスト〜選ばれし三人の勇者たち,2021/11,2022/03/31,440000
ルミナスフォレスト〜選ばれし三人の勇者たち,2021/10,2022/03/31,650000
ルミナスフォレスト〜選ばれし三人の勇者たち,2021/06,2022/03/31,2170000
ルミナスフォレスト〜選ばれし三人の勇者たち,2021/05,2022/03/31,850000
ルミナスフォレスト〜選ばれし三人の勇者たち,2021/03,2022/03/31,720000
ルミナスフォレスト〜選ばれし三人の勇者たち,2021/01,2022/03/31,120000
ルミナスフォレスト〜選ばれし三人の勇者たち,2022/01,2022/03/31,370000
アクション対魔忍,2019/12,2021/07/27,47420000
アクション対魔忍,2020/12,2021/07/27,15430000
アクション対魔忍,2020/11,2021/07/27,12670000
アクション対魔忍,2020/10,2021/07/27,11450000
アクション対魔忍,2020/09,2021/07/27,17460000
アクション対魔忍,2020/08,2021/07/27,9190000
アクション対魔忍,2020/07,2021/07/27,34150000
アクション対魔忍,2020/06,2021/07/27,3860000
アクション対魔忍,2020/05,2021/07/27,16410000
アクション対魔忍,2020/04,2021/07/27,14080000
アクション対魔忍,2020/03,2021/07/27,33660000
アクション対魔忍,2020/02,2021/07/27,42880000
アクション対魔忍,2020/01,2021/07/27,66100000
アクション対魔忍,2021/04,2021/07/27,9600000
アクション対魔忍,2021/03,2021/07/27,16360000
アクション対魔忍,2021/02,2021/07/27,15010000
アクション対魔忍,2021/01,2021/07/27,18220000
レッド：プライドオブエデン,2020/12,2023/12/15,247000000
レッド：プライドオブエデン,2020/11,2023/12/15,186000000
レッド：プライドオブエデン,2020/10,2023/12/15,251000000
レッド：プライドオブエデン,2020/09,2023/12/15,283000000
レッド：プライドオブエデン,2020/08,2023/12/15,428000000
レッド：プライドオブエデン,2020/07,2023/12/15,397000000
レッド：プライドオブエデン,2021/12,2023/12/15,56140000
レッド：プライドオブエデン,2021/11,2023/12/15,43300000
レッド：プライドオブエデン,2021/10,2023/12/15,78500000
レッド：プライドオブエデン,2021/09,2023/12/15,39170000
レッド：プライドオブエデン,2021/08,2023/12/15,41390000
レッド：プライドオブエデン,2021/07,2023/12/15,72310000
レッド：プライドオブエデン,2021/06,2023/12/15,78100000
レッド：プライドオブエデン,2021/05,2023/12/15,45180000
レッド：プライドオブエデン,2021/04,2023/12/15,71290000
レッド：プライドオブエデン,2021/03,2023/12/15,70190000
レッド：プライドオブエデン,2021/02,2023/12/15,86090000
レッド：プライドオブエデン,2021/01,2023/12/15,249000000
レッド：プライドオブエデン,2022/12,2023/12/15,17090000
レッド：プライドオブエデン,2022/11,2023/12/15,10600000
レッド：プライドオブエデン,2022/10,2023/12/15,11400000
レッド：プライドオブエデン,2022/09,2023/12/15,880000
レッド：プライドオブエデン,2022/08,2023/12/15,860000
レッド：プライドオブエデン,2022/07,2023/12/15,12810000
レッド：プライドオブエデン,2022/06,2023/12/15,11190000
レッド：プライドオブエデン,2022/05,2023/12/15,3520000
レッド：プライドオブエデン,2022/04,2023/12/15,13250000
レッド：プライドオブエデン,2022/03,2023/12/15,14770000
レッド：プライドオブエデン,2022/02,2023/12/15,13960000
レッド：プライドオブエデン,2022/01,2023/12/15,63930000
レッド：プライドオブエデン,2023/09,2023/12/15,860000
レッド：プライドオブエデン,2023/08,2023/12/15,12480000
レッド：プライドオブエデン,2023/07,2023/12/15,35640000
レッド：プライドオブエデン,2023/06,2023/12/15,12090000
レッド：プライドオブエデン,2023/05,2023/12/15,12440000
レッド：プライドオブエデン,2023/04,2023/12/15,16740000
レッド：プライドオブエデン,2023/03,2023/12/15,18260000
レッド：プライドオブエデン,2023/02,2023/12/15,21080000
レッド：プライドオブエデン,2023/01,2023/12/15,26830000
防振り ～らいんうぉーず！～,2020/12,2021/09/21,570000
防振り ～らいんうぉーず！～,2020/11,2021/09/21,590000
防振り ～らいんうぉーず！～,2020/10,2021/09/21,5690000
防振り ～らいんうぉーず！～,2020/09,2021/09/21,980000
防振り ～らいんうぉーず！～,2020/08,2021/09/21,2940000
防振り ～らいんうぉーず！～,2020/07,2021/09/21,8700000
防振り ～らいんうぉーず！～,2020/06,2021/09/21,28960000
防振り ～らいんうぉーず！～,2020/05,2021/09/21,16620000
防振り ～らいんうぉーず！～,2020/04,2021/09/21,28120000
防振り ～らいんうぉーず！～,2020/03,2021/09/21,39810000
防振り ～らいんうぉーず！～,2020/02,2021/09/21,22250000
防振り ～らいんうぉーず！～,2020/01,2021/09/21,19470000
防振り ～らいんうぉーず！～,2021/04,2021/09/21,670000
防振り ～らいんうぉーず！～,2021/03,2021/09/21,1500000
防振り ～らいんうぉーず！～,2021/02,2021/09/21,790000
防振り ～らいんうぉーず！～,2021/01,2021/09/21,450000
蒼藍の誓い - ブルーオース,2020/12,2023/08/31,35800000
蒼藍の誓い - ブルーオース,2020/11,2023/08/31,14260000
蒼藍の誓い - ブルーオース,2020/10,2023/08/31,25050000
蒼藍の誓い - ブルーオース,2020/09,2023/08/31,39070000
蒼藍の誓い - ブルーオース,2020/08,2023/08/31,79060000
蒼藍の誓い - ブルーオース,2020/07,2023/08/31,126000000
蒼藍の誓い - ブルーオース,2020/06,2023/08/31,134000000
蒼藍の誓い - ブルーオース,2020/05,2023/08/31,219000000
蒼藍の誓い - ブルーオース,2020/04,2023/08/31,268000000
蒼藍の誓い - ブルーオース,2021/12,2023/08/31,30230000
蒼藍の誓い - ブルーオース,2021/11,2023/08/31,25720000
蒼藍の誓い - ブルーオース,2021/10,2023/08/31,34730000
蒼藍の誓い - ブルーオース,2021/09,2023/08/31,1590000
蒼藍の誓い - ブルーオース,2021/08,2023/08/31,9900000
蒼藍の誓い - ブルーオース,2021/07,2023/08/31,30170000
蒼藍の誓い - ブルーオース,2021/06,2023/08/31,17240000
蒼藍の誓い - ブルーオース,2021/05,2023/08/31,33490000
蒼藍の誓い - ブルーオース,2021/04,2023/08/31,29480000
蒼藍の誓い - ブルーオース,2021/03,2023/08/31,31370000
蒼藍の誓い - ブルーオース,2021/02,2023/08/31,53450000
蒼藍の誓い - ブルーオース,2021/01,2023/08/31,49990000
蒼藍の誓い - ブルーオース,2022/12,2023/08/31,6230000
蒼藍の誓い - ブルーオース,2022/11,2023/08/31,4460000
蒼藍の誓い - ブルーオース,2022/10,2023/08/31,11410000
蒼藍の誓い - ブルーオース,2022/09,2023/08/31,9920000
蒼藍の誓い - ブルーオース,2022/08,2023/08/31,15850000
蒼藍の誓い - ブルーオース,2022/07,2023/08/31,19370000
蒼藍の誓い - ブルーオース,2022/06,2023/08/31,21460000
蒼藍の誓い - ブルーオース,2022/05,2023/08/31,21730000
蒼藍の誓い - ブルーオース,2022/04,2023/08/31,24960000
蒼藍の誓い - ブルーオース,2022/03,2023/08/31,27070000
蒼藍の誓い - ブルーオース,2022/02,2023/08/31,22120000
蒼藍の誓い - ブルーオース,2022/01,2023/08/31,27760000
蒼藍の誓い - ブルーオース,2023/04,2023/08/31,990000
蒼藍の誓い - ブルーオース,2023/02,2023/08/31,930000
蒼藍の誓い - ブルーオース,2023/01,2023/08/31,3890000
SHOW BY ROCK!! Fes A Live,2020/12,2022/11/30,45370000
SHOW BY ROCK!! Fes A Live,2020/11,2022/11/30,45840000
SHOW BY ROCK!! Fes A Live,2020/10,2022/11/30,75770000
SHOW BY ROCK!! Fes A Live,2020/09,2022/11/30,60230000
SHOW BY ROCK!! Fes A Live,2020/08,2022/11/30,64780000
SHOW BY ROCK!! Fes A Live,2020/07,2022/11/30,66800000
SHOW BY ROCK!! Fes A Live,2020/06,2022/11/30,71760000
SHOW BY ROCK!! Fes A Live,2020/05,2022/11/30,74050000
SHOW BY ROCK!! Fes A Live,2020/04,2022/11/30,63890000
SHOW BY ROCK!! Fes A Live,2020/03,2022/11/30,97510000
SHOW BY ROCK!! Fes A Live,2021/12,2022/11/30,43740000
SHOW BY ROCK!! Fes A Live,2021/11,2022/11/30,40450000
SHOW BY ROCK!! Fes A Live,2021/10,2022/11/30,40370000
SHOW BY ROCK!! Fes A Live,2021/09,2022/11/30,58060000
SHOW BY ROCK!! Fes A Live,2021/08,2022/11/30,29830000
SHOW BY ROCK!! Fes A Live,2021/07,2022/11/30,52300000
SHOW BY ROCK!! Fes A Live,2021/06,2022/11/30,76350000
SHOW BY ROCK!! Fes A Live,2021/05,2022/11/30,61600000
SHOW BY ROCK!! Fes A Live,2021/04,2022/11/30,65770000
SHOW BY ROCK!! Fes A Live,2021/03,2022/11/30,87030000
SHOW BY ROCK!! Fes A Live,2021/02,2022/11/30,47040000
SHOW BY ROCK!! Fes A Live,2021/01,2022/11/30,56470000
SHOW BY ROCK!! Fes A Live,2022/09,2022/11/30,21760000
SHOW BY ROCK!! Fes A Live,2022/08,2022/11/30,26290000
SHOW BY ROCK!! Fes A Live,2022/07,2022/11/30,38460000
SHOW BY ROCK!! Fes A Live,2022/06,2022/11/30,44190000
SHOW BY ROCK!! Fes A Live,2022/05,2022/11/30,48320000
SHOW BY ROCK!! Fes A Live,2022/04,2022/11/30,40090000
SHOW BY ROCK!! Fes A Live,2022/03,2022/11/30,72680000
SHOW BY ROCK!! Fes A Live,2022/02,2022/11/30,40860000
SHOW BY ROCK!! Fes A Live,2022/01,2022/11/30,63870000
ウインドボーイズ！,2021/12,2024/05/30,66090000
ウインドボーイズ！,2022/12,2024/05/30,33050000
ウインドボーイズ！,2022/11,2024/05/30,46300000
ウインドボーイズ！,2022/10,2024/05/30,27410000
ウインドボーイズ！,2022/09,2024/05/30,28070000
ウインドボーイズ！,2022/08,2024/05/30,34510000
ウインドボーイズ！,2022/07,2024/05/30,31060000
ウインドボーイズ！,2022/06,2024/05/30,36600000
ウインドボーイズ！,2022/05,2024/05/30,40400000
ウインドボーイズ！,2022/04,2024/05/30,35590000
ウインドボーイズ！,2022/03,2024/05/30,42430000
ウインドボーイズ！,2022/02,2024/05/30,47310000
ウインドボーイズ！,2022/01,2024/05/30,83090000
ウインドボーイズ！,2023/12,2024/05/30,18670000
ウインドボーイズ！,2023/11,2024/05/30,33920000
ウインドボーイズ！,2023/10,2024/05/30,24260000
ウインドボーイズ！,2023/09,2024/05/30,24950000
ウインドボーイズ！,2023/08,2024/05/30,26860000
ウインドボーイズ！,2023/07,2024/05/30,26770000
ウインドボーイズ！,2023/06,2024/05/30,24350000
ウインドボーイズ！,2023/05,2024/05/30,32570000
ウインドボーイズ！,2023/04,2024/05/30,26850000
ウインドボーイズ！,2023/03,2024/05/30,25190000
ウインドボーイズ！,2023/02,2024/05/30,27050000
ウインドボーイズ！,2023/01,2024/05/30,25300000
ウインドボーイズ！,2024/04,2024/05/30,23740000
ウインドボーイズ！,2024/03,2024/05/30,20680000
ウインドボーイズ！,2024/02,2024/05/30,26310000
ウインドボーイズ！,2024/01,2024/05/30,34250000
TRAHA,2020/12,2023/04/20,151000000
TRAHA,2020/11,2023/04/20,131000000
TRAHA,2020/10,2023/04/20,135000000
TRAHA,2020/09,2023/04/20,151000000
TRAHA,2020/08,2023/04/20,205000000
TRAHA,2020/07,2023/04/20,241000000
TRAHA,2020/06,2023/04/20,247000000
TRAHA,2020/05,2023/04/20,254000000
TRAHA,2020/04,2023/04/20,83860000
TRAHA,2021/12,2023/04/20,78120000
TRAHA,2021/11,2023/04/20,77010000
TRAHA,2021/10,2023/04/20,86580000
TRAHA,2021/09,2023/04/20,31670000
TRAHA,2021/08,2023/04/20,84370000
TRAHA,2021/07,2023/04/20,92780000
TRAHA,2021/06,2023/04/20,96460000
TRAHA,2021/05,2023/04/20,99140000
TRAHA,2021/04,2023/04/20,107000000
TRAHA,2021/03,2023/04/20,125000000
TRAHA,2021/02,2023/04/20,89990000
TRAHA,2021/01,2023/04/20,107000000
TRAHA,2022/12,2023/04/20,24960000
TRAHA,2022/11,2023/04/20,14350000
TRAHA,2022/10,2023/04/20,27860000
TRAHA,2022/09,2023/04/20,16820000
TRAHA,2022/08,2023/04/20,26230000
TRAHA,2022/07,2023/04/20,40770000
TRAHA,2022/06,2023/04/20,40920000
TRAHA,2022/05,2023/04/20,35850000
TRAHA,2022/04,2023/04/20,46100000
TRAHA,2022/03,2023/04/20,54930000
TRAHA,2022/02,2023/04/20,45050000
TRAHA,2022/01,2023/04/20,63120000
TRAHA,2023/01,2023/04/20,24780000
NARUTO X BORUTO 忍者TRIBES,2020/12,2021/12/16,78480000
NARUTO X BORUTO 忍者TRIBES,2020/11,2021/12/16,55920000
NARUTO X BORUTO 忍者TRIBES,2020/10,2021/12/16,58560000
NARUTO X BORUTO 忍者TRIBES,2020/09,2021/12/16,64910000
NARUTO X BORUTO 忍者TRIBES,2020/08,2021/12/16,56860000
NARUTO X BORUTO 忍者TRIBES,2020/07,2021/12/16,46530000
NARUTO X BORUTO 忍者TRIBES,2020/06,2021/12/16,59250000
NARUTO X BORUTO 忍者TRIBES,2020/05,2021/12/16,66220000
NARUTO X BORUTO 忍者TRIBES,2020/04,2021/12/16,108000000
NARUTO X BORUTO 忍者TRIBES,2020/03,2021/12/16,91090000
NARUTO X BORUTO 忍者TRIBES,2021/10,2021/12/16,10550000
NARUTO X BORUTO 忍者TRIBES,2021/09,2021/12/16,16140000
NARUTO X BORUTO 忍者TRIBES,2021/08,2021/12/16,52340000
NARUTO X BORUTO 忍者TRIBES,2021/07,2021/12/16,28970000
NARUTO X BORUTO 忍者TRIBES,2021/06,2021/12/16,32480000
NARUTO X BORUTO 忍者TRIBES,2021/05,2021/12/16,42010000
NARUTO X BORUTO 忍者TRIBES,2021/04,2021/12/16,51990000
NARUTO X BORUTO 忍者TRIBES,2021/03,2021/12/16,125000000
NARUTO X BORUTO 忍者TRIBES,2021/02,2021/12/16,53930000
NARUTO X BORUTO 忍者TRIBES,2021/01,2021/12/16,80390000
戦姫ストライク,2020/07,2021/03/31,1040000
戦姫ストライク,2020/06,2021/03/31,3340000
戦姫ストライク,2020/05,2021/03/31,7620000
戦姫ストライク,2020/04,2021/03/31,38190000
戦姫ストライク,2020/03,2021/03/31,30220000
アルゴナビス from BanG Dream! AAside,2021/12,2022/01/31,7920000
アルゴナビス from BanG Dream! AAside,2021/11,2022/01/31,36160000
アルゴナビス from BanG Dream! AAside,2021/10,2022/01/31,45940000
アルゴナビス from BanG Dream! AAside,2021/09,2022/01/31,55830000
アルゴナビス from BanG Dream! AAside,2021/08,2022/01/31,60970000
アルゴナビス from BanG Dream! AAside,2021/07,2022/01/31,56660000
アルゴナビス from BanG Dream! AAside,2021/06,2022/01/31,69010000
アルゴナビス from BanG Dream! AAside,2021/05,2022/01/31,53620000
アルゴナビス from BanG Dream! AAside,2021/04,2022/01/31,70860000
アルゴナビス from BanG Dream! AAside,2021/03,2022/01/31,60250000
アルゴナビス from BanG Dream! AAside,2021/02,2022/01/31,81010000
アルゴナビス from BanG Dream! AAside,2021/01,2022/01/31,83640000
アニマル フロンティア,2020/12,2021/10/29,100000
アニマル フロンティア,2020/11,2021/10/29,180000
アニマル フロンティア,2020/10,2021/10/29,2950000
アニマル フロンティア,2020/09,2021/10/29,6990000
アニマル フロンティア,2020/08,2021/10/29,3910000
アニマル フロンティア,2020/07,2021/10/29,8800000
アニマル フロンティア,2020/06,2021/10/29,17230000
アニマル フロンティア,2020/05,2021/10/29,6750000
アニマル フロンティア,2021/01,2021/10/29,230000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2020/12,2021/09/30,1910000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2020/11,2021/09/30,120000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2020/10,2021/09/30,120000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2020/09,2021/09/30,3460000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2020/08,2021/09/30,12180000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2020/07,2021/09/30,12210000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2020/06,2021/09/30,28100000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2020/05,2021/09/30,27420000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2020/04,2021/09/30,37690000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2021/04,2021/09/30,2180000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2021/03,2021/09/30,3490000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2021/02,2021/09/30,710000
ユートピア・ゲート～双子の女神と未来へのつばさ～,2021/01,2021/09/30,770000
ビッグバッドモンスターズ,2020/10,2021/03/02,680000
ビッグバッドモンスターズ,2020/09,2021/03/02,6480000
ビッグバッドモンスターズ,2020/08,2021/03/02,1620000
ビッグバッドモンスターズ,2020/07,2021/03/02,12070000
ビッグバッドモンスターズ,2020/06,2021/03/02,9120000
22/7 音楽の時間,2020/12,2021/12/22,35740000
22/7 音楽の時間,2020/11,2021/12/22,34670000
22/7 音楽の時間,2020/10,2021/12/22,23920000
22/7 音楽の時間,2020/09,2021/12/22,32740000
22/7 音楽の時間,2020/08,2021/12/22,102000000
22/7 音楽の時間,2020/07,2021/12/22,61310000
22/7 音楽の時間,2020/06,2021/12/22,63040000
22/7 音楽の時間,2020/05,2021/12/22,21460000
22/7 音楽の時間,2021/08,2021/12/22,11550000
22/7 音楽の時間,2021/07,2021/12/22,22450000
22/7 音楽の時間,2021/06,2021/12/22,28670000
22/7 音楽の時間,2021/05,2021/12/22,15280000
22/7 音楽の時間,2021/04,2021/12/22,17300000
22/7 音楽の時間,2021/03,2021/12/22,13580000
22/7 音楽の時間,2021/02,2021/12/22,18490000
22/7 音楽の時間,2021/01,2021/12/22,31710000
マジカミ,2020/12,2023/10/31,64110000
マジカミ,2020/11,2023/10/31,99020000
マジカミ,2020/10,2023/10/31,77290000
マジカミ,2020/09,2023/10/31,60180000
マジカミ,2020/08,2023/10/31,114000000
マジカミ,2020/07,2023/10/31,128000000
マジカミ,2020/06,2023/10/31,184000000
マジカミ,2021/12,2023/10/31,27470000
マジカミ,2021/11,2023/10/31,43620000
マジカミ,2021/10,2023/10/31,45180000
マジカミ,2021/09,2023/10/31,28780000
マジカミ,2021/08,2023/10/31,25380000
マジカミ,2021/07,2023/10/31,38700000
マジカミ,2021/06,2023/10/31,42910000
マジカミ,2021/05,2023/10/31,40820000
マジカミ,2021/04,2023/10/31,24410000
マジカミ,2021/03,2023/10/31,40850000
マジカミ,2021/02,2023/10/31,50490000
マジカミ,2021/01,2023/10/31,49680000
マジカミ,2022/12,2023/10/31,24840000
マジカミ,2022/11,2023/10/31,10080000
マジカミ,2022/10,2023/10/31,12900000
マジカミ,2022/09,2023/10/31,30730000
マジカミ,2022/08,2023/10/31,16080000
マジカミ,2022/07,2023/10/31,26830000
マジカミ,2022/06,2023/10/31,21120000
マジカミ,2022/05,2023/10/31,22410000
マジカミ,2022/04,2023/10/31,32880000
マジカミ,2022/03,2023/10/31,32620000
マジカミ,2022/02,2023/10/31,35060000
マジカミ,2022/01,2023/10/31,53540000
マジカミ,2023/06,2023/10/31,9990000
マジカミ,2023/05,2023/10/31,1240000
マジカミ,2023/03,2023/10/31,14390000
マジカミ,2023/02,2023/10/31,10830000
マジカミ,2023/01,2023/10/31,39120000
エコーズ オブ パンドラ,2020/06,2021/03/31,3430000
エコーズ オブ パンドラ,2020/05,2021/03/31,1250000
幻想神域2 -AURA KINGDOM-,2020/12,2023/11/23,54980000
幻想神域2 -AURA KINGDOM-,2020/11,2023/11/23,67320000
幻想神域2 -AURA KINGDOM-,2020/10,2023/11/23,98440000
幻想神域2 -AURA KINGDOM-,2020/09,2023/11/23,104000000
幻想神域2 -AURA KINGDOM-,2020/08,2023/11/23,144000000
幻想神域2 -AURA KINGDOM-,2020/07,2023/11/23,198000000
幻想神域2 -AURA KINGDOM-,2021/12,2023/11/23,26310000
幻想神域2 -AURA KINGDOM-,2021/11,2023/11/23,20210000
幻想神域2 -AURA KINGDOM-,2021/10,2023/11/23,28140000
幻想神域2 -AURA KINGDOM-,2021/08,2023/11/23,12810000
幻想神域2 -AURA KINGDOM-,2021/07,2023/11/23,16090000
幻想神域2 -AURA KINGDOM-,2021/06,2023/11/23,22970000
幻想神域2 -AURA KINGDOM-,2021/05,2023/11/23,25320000
幻想神域2 -AURA KINGDOM-,2021/04,2023/11/23,21230000
幻想神域2 -AURA KINGDOM-,2021/03,2023/11/23,29550000
幻想神域2 -AURA KINGDOM-,2021/02,2023/11/23,33250000
幻想神域2 -AURA KINGDOM-,2021/01,2023/11/23,37620000
幻想神域2 -AURA KINGDOM-,2022/12,2023/11/23,8860000
幻想神域2 -AURA KINGDOM-,2022/11,2023/11/23,7080000
幻想神域2 -AURA KINGDOM-,2022/10,2023/11/23,12490000
幻想神域2 -AURA KINGDOM-,2022/09,2023/11/23,3820000
幻想神域2 -AURA KINGDOM-,2022/08,2023/11/23,11960000
幻想神域2 -AURA KINGDOM-,2022/07,2023/11/23,15510000
幻想神域2 -AURA KINGDOM-,2022/06,2023/11/23,14780000
幻想神域2 -AURA KINGDOM-,2022/05,2023/11/23,13680000
幻想神域2 -AURA KINGDOM-,2022/04,2023/11/23,14410000
幻想神域2 -AURA KINGDOM-,2022/03,2023/11/23,19450000
幻想神域2 -AURA KINGDOM-,2022/02,2023/11/23,18230000
幻想神域2 -AURA KINGDOM-,2022/01,2023/11/23,25740000
幻想神域2 -AURA KINGDOM-,2023/04,2023/11/23,440000
